tweet,label,lang
rt @user . @user est l'archetype du petit dictateur gauchiste avec les techniques de communication qui vont avec :n-,1,FR
super notre ministre de la santé face au terrorisme intellectuel des médias...pardonnez moi je n’ai presque pas co… @url,0,FR
@user wauquiez est un gauchiste par rapport à nous,0,FR
@user une des pires celle-là ... une gauchiste revendiquée d'ailleurs ...,1,FR
pk faut-il tjrs q les arabes soit pervers mashallah,1,FR
@user @user @user et dites aussi vive le front national pendant que vous etes ! c'est une histoi... @url,0,FR
du coup si les asiat et les rebeu physiquement ne m'attirent pas trop je suis aussi raciste des asiat et des rebeu… @url,0,FR
reconnaissons à la gauchiste #fourest le mérite d'avoir ouvert les yeux sur les ravages de l'idéologie mortifère de… @url,0,FR
@user espèce de sale trans tu ressemble à un vieux pd qui sort d’une grosse partouze avec des renoi,1,FR
@user je suis origine purement berbèreje retrouve avec un nom et prénom purement arabes! Ça veut tout dire en marre .,0,FR
@user dois mongol,1,FR
@user du terrorisme intellectuel et même pas subliminal.,0,FR
@user vous sous entendez donc que quand les musulmans nous disent le terrorisme c'est pas l'islam ils mentent ???,1,FR
si il une fille j’espère du fond de mon coeur qu’elle se marie avec un noir ou un arabe et enfante de 12 enfants… @url,1,FR
@user @user les idiots utiles de l islamisation,1,FR
@user qu’ils bz leur pute de mère ils rendent fous avec leur clash rebeus renois à deux balles,1,FR
@user de mongol,0,FR
@user @user tu va attirer tous les attardé fan d'hanouna,1,FR
donc la y’a vraiment des mongol qui font la purge,1,FR
@user c toi vient direct mongol,0,FR
je trouve ca gauchiste de dire que le 17 novembre est un mouvement d'extreme droite cependant ne peut nier le f @url,1,FR
@user je suggère que le place dans un centre hospitalier spécialisé pour attardé,1,FR
je suis juive et lorsque je vous entends parler d'antisémitisme je ne vois qu'une association gauchiste façon résis…,1,FR
lignes quotidiennes par akram belkaïd: polémique autour des prénoms arabes rien de nouveau sous le soleil... (iht… @url,0,FR
@user @user @user @user @user @user c'est une double négation espèce d'attardé m… @url,1,FR
@user la violence va avec la perverse de gouvernance française .,1,FR
@user merci et l’autre attardé il met sane et dembele au meme niveau dmr,1,FR
@user questu baves gros mongol,1,FR
@user nique ta pute de mère et laisse les arabes tranquille,1,FR
@user alors non je n'ai légitimé aucune violence raciale vous mentez. et je ne suis pas favorable un génocid… @url,1,FR
@user oui mais si c'est pour le traité de sale arabe si il marque pas mieux vaut pour lui de réfléchir so… @url,1,FR
@user @user fan de foot et attardé.. rien de surprenant ici,1,FR
le gauchiste : à bas les religions,1,FR
notre ennemi c'est alain soral et toute sa rhétorique complotiste antisémite,0,FR
que serait un samedi sans la petite sortie reac d'un ado attarde @url,1,FR
wesh les renois ils ont une réduction pour les airpods ou quoi?,1,FR
pk ce genre de tweet c tjr rédigé par des rebeus mdr @url,1,FR
tte façon les meufs qui s'attarde sur le physique elle besoin d'allée en gériatrie voir les couples pour prend… @url,1,FR
les darons renois ya qu'un cancer phase terminale qui peut les faire aller chez le médecin sinon ils se contentent de doliprane 1000g,1,FR
@user @user @user ah d'accord je ne m'avais pas attardé sur le compte. je crois que moi simp… @url,0,FR
@user joyeux 35ème anniversaire à mon gauchiste préféré ^^!,0,FR
@user @user lol putain l’ attardé,1,FR
contre l'avortement soutenons le docteur bertrand de rochambeau @url,0,FR
pq s’attarde tjrs sur les gens qui n’en valent pas la peine?,1,FR
@user aah c'est bon ta repris les cours ?,0,FR
@user @user quel mongol ce mec,1,FR
@user @user maniaseries: «4 blocks» explore le monde brutal des clans mafieux arabes berlinois à la…… @url,0,FR
@user voilà que ça triche sale arabe,1,FR
envoyez  zok omkom el qhab vos meilleurs potes rebeus (tunisiens de préference) et posez sa reaction sous ce tweet.,1,FR
@user @user @user mais ferme ta gueule il raison c'est putain de raciste ce qu'il vient de faire l'attardé bavarois là,1,FR
@user @user recu donc sacrifie une espece pour ne pas les tuer et les manger . c'est pour c... @url,0,FR
united nations: stop au traffic humain de migrants africains en lybie - signez la pétition ! @url via @user,1,FR
réfugiés: [#duisburg 4 réfugiés arabes lardent de coups de couteau une ado allemande enceinte de 5 mois qui cru qu’elle p… @url,1,FR
@user moi c’était l’inverse j’étais content de savoir qu’on pouvait la laisser mais y’a même des renois chretiens qui l’enlèvent,1,FR
je m'étais jamais trop attardé sur le manga mais waouh les chara-design sont vraiment différents. je le savais un p… @url,0,FR
ils s’attaquent aux militants et militantes laïques en utilisant des méthodes de terrorisme intellectuel et vu qu’i… @url,1,FR
@user quand je suis parti 4 mois en afrique cette année je suis rentré et chienne était toute heureuse donc t’en fais pas,0,FR
@user @user il peut aussi être un jaune à demi religieux... ou un gauchiste sectaire,1,FR
de la violence à la haine la démocratie brésilienne en danger @url,1,FR
@user @user @user et ce sont les militants du fn rn les gauchistes c'est ca ?nncomme le pen v... @url,1,FR
il ne s'agit pas d'avoir la natalité galopante de l'afrique. et ensuite le québec n'est pas le tiers monde. un peu… @url,0,FR
les sanctions contre la dictature russe sont contre l’invasion et l’occupation de l’ukraine. 10000 morts 50000 ble… @url,1,FR
@user je conseille à francis vallat que chaque membre de son association accueille chez eux un migrant. on… @url,0,FR
@user @user arff... les renois..,1,FR
faut vraiment être attardé pour avoir fait pire que moi au dst de philo,1,FR
@user @user woh attardé,1,FR
est 4 se donne rdv à 14h y’en pas un qui est sorti de son lit il est 14h17 les renois,0,FR
@user vous vouliez dire que la rhétorique islamo-gauchiste est souvent calquée sur la rhétorique antisémit… @url,1,FR
@user comm tardif mais des dimanches qui s'affichent ainsi méritent qu'on s'y attarde. très belle photo !,0,FR
c'est bete de rt trop vite des informations provenant de la conosphere islamo-gauchiste.nnc'est revoltant de se rej @url,0,FR
@user faut déja être attardé pour comparer patrick sebastien de la symphonie,1,FR
@user que ce ne soit pas des burundais refugies alerte car leur corps sont visibles loeil nu,1,FR
@user bah att mongol,0,FR
@user ptdrrr j'aimais bien ton tweet jusqu'au mot attardé sale enfoiré,1,FR
@user @user bah qu'elle viennent tuer alors.. ah bah non je suis securise par des murs que... @url,1,FR
@user @user @user c'est pas quel pas de cerveau elle est juste féministe laisse la militer sale oppresseur,1,FR
@user @user c’est un mongol,1,FR
@user c’est demain attardé,1,FR
adel que il trouve des perles dans la catégorie attardé de l’année et jtombe tjr avec lui,1,FR
@user @user c' est un sale juif...,1,FR
@user Ça les attires pas les rebeus,1,FR
les fdp qui ont mit le feux aux esserts faut vrm etre attardé pour faire ça,1,FR
@user ce gros mongol oublie totalement qu'à 3-0 à angers à la mi-temps avait pas grand chose à redire.,1,FR
@user @user c’est un attardé il fait câblé,1,FR
@user quel moment j'ai parlé de rami ptn?? je te parle d'amavi t'es mongol ??,1,FR
il faut refuser d'accueillir l'aquarius qui transporte sûrement de faux migrants et de vr…,1,FR
où sont les rebeus de lyon,0,FR
@user @user alors deja ton ecriture pas francaise comprend rien. ensuite les meufs ca s'epile. e... @url,0,FR
les réfugiés oubliés - 1 million de juifs chassés des pays arabes @url,1,FR
#lfauit @user doit voir le #mongol,1,FR
réponse type de gauchiste sur le scandale #nickconrad : je condamne mais...,1,FR
je crois qu'aurélien taché est en train de passer du statut de gauchiste à celui de vraie ordure. juste un mauvais… @url,0,FR
@user @user t’es vraiment un attardé gros,1,FR
@user ça va mongol,1,FR
ton style de gars? — encr ? les renois et métisses @url,0,FR
ce qui dégoute le+c'est que l'on nous emmerde avec les migrantsles demandeurs de papiers clandestins(qui vivent… @url,0,FR
comme vs savez pas séparer l’islam du terrorisme mdr en tt k,1,FR
seigneur j'apprends qu'une giga pute de mon ancien lycée gueulé contre l'avortement.,1,FR
bah non mais les rebeus aussi ont une grosse bite — bon tg @url,1,FR
@user non le torchon national gauchiste marianne fait un article contre mechencon je revealleluia !,1,FR
@user (g trouvé enft jui juste attardé profond jcrois),1,FR
mes sista renois le 20 ça @url,1,FR
et toi apart dénigrer tu sers à quoi? je suis arabe sale pute et j’suis ni l’un ni l’autre @url,1,FR
.@user 130 femmes meurent chaque jour du fait de l’illégalité et du non accès à l’#avortement.,1,FR
@user @user d’accord l’attarde du village allez retourne forniquer avec ses cousins,1,FR
rt @user @user @user le bobo citadin pleure parce qu'1 vache va finir en steak dans nos assiettesil insurge su,1,FR
rt @user @user ce mec qui beneficie de la complaisance de l'idiotvisuel est aussi con que son pere ancien gauchiste,1,FR
@user @user ce lieu est un symbole de la lutte contre le terrorisme pas contre l'islam qui n'a rien… @url,0,FR
dans la rue vient de traiter de sale arabe mais mais ... je suis pas arabe,1,FR
@user @user comme si les #migrants qui viennent de pays profondément homophobes allaient devenir gay friendly un jour !,0,FR
personnage ainsi q tte la clique gauchiste deguise 1 macronistes !!ont ttes ls qualites requises qui ont etaient @url,1,FR
@user je rigole kan je vois vos commentaires. si c était 1 noir ou 1 arabe allait entendre( dégage rentre… @url,1,FR
@user @user citation du responsable de l'etude que tu n'as sans doute pas lu : c'est vrai qu'... @url,0,FR
il dit ça en faisant valoir le vocabulaire de la gauche attardé qui nous entoure depuis tant d'années.,0,FR
virer les français et les remplacer par des migrants black qui branlent rien le changement de population n’est pa… @url,1,FR
paris première mise en demeure pour des propos d'Éric zemmour sur les migrants musulmans @url via @user,0,FR
@user les islamogauchistes qui ont célébré #ahedtamimi appellant à anéantir ts les juifs et la famille entièr… @url,1,FR
propos de zemmour sur les migrants : le csa avertit paris première @url,1,FR
@user la france est le pays le plus taxé d’europe et le plus sale ! qui voudrait investir dans un pays en… @url,1,FR
@user et est plus de 10 millions!!! charlot de gauchiste,1,FR
@user quand je vois ta façon de t'exprimer je crois qu'entre nous deux c'est toi l'attardé mdr allez ciao,1,FR
je ne suis pas rendue compte de la violence de cette séance.,1,FR
« les petites blanches » ptdr s’ils savaient que dans le lot y’a des giga arabes et renois encore plus fan @url,0,FR
scandale.... que fait le gauchiste libertin @user !,1,FR
et je m’attarde sur des petits détails,0,FR
@user @user @user @user le programme de fillon yaurai eu un gros bordel de gauchiste… @url,1,FR
@user @user il fédère quand même marcon ! moi je suis une saloperie de gauchiste de merde et je suis d'acco… @url,1,FR
l’expulsion des migrants africains en question @url,0,FR
les darons renois @url,1,FR
jviens de tomber sur un compte twitter c'est insane putain le mec c'est un attarde avec un balais sur la tete avec @url,0,FR
quel est le mongol qui fait cela? pas de signature... @url,1,FR
@user @user le terrorisme intellectuel serait ici de dire : « définition décoloniale du racisme est exclus… @url,0,FR
pk les chats noir ont quasiment tous une tête d’attardé,1,FR
tu trouves comment physiquement les rebeus ? pas forcément les mecs de tess — craquant de fou @url,0,FR
@user @user merci à vous deux je viens d'apprendre que je suis nationaliste antisémite complotiste… @url,0,FR
@user les rebeus elles sont quand même mieux comme ça que sous le niqab !,1,FR
@user n'empêche entre les mecs qui sont en mode olala c'est un mongol bla bla il ne vaut rien il fait que cass… @url,1,FR
@user les rebeus vous êtes dur avec les filles,0,FR
notre réservoir de rebeus est inégalable futur crack lui @url,1,FR
@user le débile autiste dégénéré basque sait pourquoi perd mais il s'en bat les couilles,1,FR
@user @user laisse le tranquille sale juif homophobe,1,FR
@user @user grossse gauchiste,1,FR
keski va pas chez moi à rire comme un mongol à ça @url,0,FR
rt @user @user @user avec castaner l'islamo-gauchiste l'interieur...je crains que non!,0,FR
@user est ce que la drogue inclut aussi le terrorisme certainement car les terroristes sont des drogues… @url,1,FR
@user @user @user @user te propose un essai et toi tu parles ching chong. tu verras… @url,1,FR
@user @user @user sale arabe mdrrr,1,FR
@user mouais vous n’étiez pas bien virulent quand la gauchiste dégénérée de sciences sortait en toute bonne… @url,1,FR
vous voyez c'est ce qu'on appel communément un mongol. un vrai. incapable d'utiliser son cerveau et de lire correc… @url,1,FR
il est contre l’avortement fin qd g parler de certains trucs il m’a dit que d’accord il préférait avorter que un en… @url,0,FR
@user c’est triste qu’une de nos sœurs réussisse pour une fois et qu’on s’attarde sur des futilités les twe… @url,1,FR
le nouvel eldorado des rebeus c plus le trading mtn c'est l'aéroport,1,FR
@user je m'appelle marie-france et ça n'a jamais empêché les ching chong de pleuvoir.,0,FR
au @user ça s'attarde sur le psg mais pour parler des fraudes fiscales ça dur 36 secondes bande de tocar… @url,1,FR
quel ramassis d’attardé @url,0,FR
par de mongol.... @url,1,FR
@user vien jouer sale arabe,1,FR
@user c’est vous qui essayez de cacher votre racisme anti-allemand en le dissimulant dans une théorie du comp… @url,1,FR
c quoi son style de mec aussi? — elle préfère les renois mais si blond aux yeux bleu oklm faut tu sois drôle auss… @url,0,FR
@user @user @user @user les négligences sont une violence et considérées comme de la maltraitance… @url,1,FR
@user va jouer st nazaire (club que des renois et des rebeux)...,1,FR
@user @user belle répartie digne d'un enfant de cm2 à base ta maman comme tout les rebeus sans disci… @url,1,FR
le sprinteur attardé d'ouagadougou commence vraiment à péter les couilles,1,FR
la il est juste attardé @url,1,FR
@user @user @user c'est archi pas un fantasme débile,1,FR
@user nn j’ai ajouter le bambis sale juif croiser nazi,1,FR
@user comme la majorité des renois de france... faites un sondage vous verrez par vous même il suffit de rega… @url,1,FR
simon gamin pas loin d'être le plus attardé de ce réseau,0,FR
c'était pas pour taillé c'était une vrai question — dans ce cas je t'informe qu'on dis mongol et pas mongolienne… @url,1,FR
@user l'émission partait bien avec la reconnaissance du racisme anti blanc sauf pour la gauchiste de servi… @url,1,FR
@user pourquoi tu te casses la tête à t'embrouiller avec cet attardé mental mdrrr c'est une perte de temps,1,FR
les migrants sont une richesse pour l’europe! typhus abdominal…,1,FR
délit de solidarité pour cédric herrou dans son combat pour l'accueil et la protection des migrants africains dan… @url,0,FR
@user @user d'accord le gauchiste.,0,FR
j’ai été remplacé par un autre renoi dans les snaps d’une sale algérienne,1,FR
@user @user ferme ta gueule toi c’est un darron à croire tout les renois il dise ça et les plus gr… @url,1,FR
expulser migrant,0,FR
dès lsbah lillah un sale arabe casse les couilles en allant prendre le métroooooooo,1,FR
@user @user jte carry sale arabe,1,FR
@user germain dirait un mongol franchement ce joueur n’importe quel attaquant de national fait mieux que lui,1,FR
@user le rapport avec le terrorisme c'est l'argument de la vision biaisée de l'islam dont tu parles. d'ailleurs… @url,0,FR
liked @user video @url l'islamisation du québec - manifestation vendredi le 15 décembre,1,FR
@user @user 2/2 le deuxieme essage s'attarde sur le fait que la spa accueil aussi des animaux plus atypiques. pas… @url,0,FR
@user dites à votre pseudo journaliste/juriste que l'islam n'a rien à voir avec le terrorisme .merci,1,FR
ferme la gros mongol retourne tweeter de la merde @url,1,FR
eh les 2002-03 de tl sur vie allez jamais en stmg que des cas sociaux et des rebeus en survêt c'est des giga débile,1,FR
elle vivait ça meilleur vie renois par ci renois par là ! le renois 1 avait rien dema… @url,1,FR
#kodikodday #réfugiés #insertion #solida…,0,FR
#migrants #islam #islamisation #islamisme #islam #afrique #immigrants #macron #lrem #fra…,0,FR
@user @user @user @user jpense hein ua des mongol un moment,1,FR
@user @user @user la bonne pote gauchiste de chirio,0,FR
rt @user quand demande un gauchiste d'argumenter  @url,1,FR
@user ai foi mongol,1,FR
@user wa fik ben c'est assez simple pour les abrutis qui l'écoute rap=banlieue=immigrés=arabe/noir=islam=terr… @url,0,FR
je comprend pas pourquoi vous prenez les gens contre l'avortement pour des attardés à croire c'est un débat simple… @url,0,FR
lui c le genre de mec qui finit au tribunal pour violence conjugale @url,0,FR
@user mddrrrr parle mieux sale arabe,1,FR
@user bah j’suis pas petite et je fais moins de 1m80 mongol j’suis pas « naine »,1,FR
recette pour la montée de l'extrême droite faites entrez beaucoup de migrants en même temps échouez leur intégrat… @url,1,FR
@user @user @user ok tes un attardé ces mort pour te parler,1,FR
@user @user @user guenolé le gauchiste osé critiquer une des seules réelles féministes honorable e… @url,0,FR
rt @user je peux pas m'empecher de penser que c'est la meme mecanique qu'avec le faux compte gauchiste et provocateur @user,1,FR
@user @user ils sous entend que les bobo gauchiste dont il parle sont tous des islamo-gauchiste des gens… @url,0,FR
@user effectivement merci quel attardé je suis,1,FR
en plus elle est de sotteville cette attardé mental @url,1,FR
@user @user @user @user @user oui tu es un gauchiste car tu mets tout… @url,1,FR
il est capable de te lâcher un sale arabe ou un sale nègre sous l'effet de la colère au premier degré... j'ai u… @url,1,FR
parole y’a trop d’attardé sur les réseaux.,1,FR
@user @user elle peut fermer sa gueule l’avocate gauchiste. elle dit que des inepties pas de b… @url,1,FR
@user @user @user @user ouais super 2 renois sur 50 maghrébins,1,FR
eh les renois vous dîtes quoi au coiffeur qnd vous voulez un dégradé blanc ??,1,FR
@user @user mais cela n'excuse en rien les insultes ou le harcèlement,0,FR
@user attardé,1,FR
« ok jean pierre alors tu ramènes un bébé black des asiatiques des rebeus prcq ils commencent à saouler eux… @url,1,FR
@user la fameuse intimidation de phasme de 60 kg de la crasse gauchiste. @url,1,FR
— proverbe africain,0,FR
@user mais toi une ouf je parle renois comme jparle asiatique arabes babtou chpas tveu quoi allez… @url,1,FR
@user non une carte d'immunité en tant qu'islamo-gauchiste !,1,FR
@user @user @user Ça mfume les attardé qui affirment plein de certitudes que tel ou tel truc est mieux a… @url,1,FR
les renois avec des chevalières aux doigts la,0,FR
@user relis mon tweet mongol et va dormir,1,FR
Ça enlevez ça localisation pour allez voir renois1 et pcq elle ce localise avec renois 2 vu que y’a pas trop de con… @url,1,FR
@user @user exemple tout bete,0,FR
@user @user @user @user compare pas mon gars à un attardé car il écoute pnl,1,FR
@user @user il fait quoi au juste ce gouvernement? pourquoi il s'attarde sur des futilités alors qu'il de… @url,0,FR
@user @user chaque #avortement c'est mozart qu'on assassine comme l'a si bien rappelé #manu !,1,FR
@user ce que raconte #siel un harcèlement qui dénote manque d'intelligence sans discernement... rien d'éto… @url,1,FR
@user ... le terrorisme est un mode opératoire un procédé technique qui ne porte en soi aucune idéologie. mai… @url,0,FR
cette poule m'a insulte de sale gauchiste @url,1,FR
mrdil écrit comme un mongolece #fanzouzestupide ! #mongol #tpmp #neuneu #abruti @url,1,FR
- grèce : augmentation du nombre d’enfants réfugiés et migrants,1,FR
pour parler de l'esclavage des arabo-musulman sur les noirs qui toujours exister aucun renois n'en parle hein … @url,0,FR
meilleur discrit le discrit des renois la,0,FR
@user c bon tg tu force sale arabe,1,FR
@user mongol leu mais damqko ragal trop mom mais milnee mkm maçon deug leu,1,FR
#olom c'est marrant tout ces pseudo fachos de lyonnais qui applaudissent des blacks des rebeus... vous vous sentez… @url,0,FR
@user rend moi mes sous toi sale juif reptilien sous terre ta grand mère l'ecaille ton grand père la queue de poisson fdp,1,FR
rt @user s'attarde encore sur le nombre de participants la marche alors que le fcc vient de faire un grand pas. belle communica,1,FR
précision : propos d’une amie personnelle parisienne très bobo très gauchiste qui voté @user en 2017.,1,FR
@user @user je pense que c'est toi qui est mongol et non pas les stephanois,1,FR
@user @user ce qui n'as rien voir avec le fait d'etre en haut de l'echelle alimentaire ou no... @url,0,FR
@user @user la rétorique préferée de l'extreme droite. je suis pas raciste j'ai un ami arabe. ca ne marche… @url,1,FR
les renois sucrées comme ça c beau @url,0,FR
@user @user @user @user mais espece d'autiste au chromosome supplementaire spoiler quelque chos... @url,1,FR
heureusement qu'ils ont mis beye pour bâcher toutes les conneries que débite l'autre attardé mental,1,FR
meilleur que thiago messi voila c'est terminenc'est un crack le meilleur attarde du siecle c'est bien lui il est @url,0,FR
@user @user @user @user Ça sent le gauchiste vexé...fin de la discussion!,0,FR
@user cette technique est reservée que aux parents rebeus,0,FR
@user @user ton histoire mongol gauchiste big bisou avec le hitler @url,1,FR
le pm cambodgien reçoit de chaleureuses félicitations de son homologue mongol @url @url,1,FR
@user personnellement dans la ville où j’habite j’ai plus de chance de mourir du sel que du terrorisme !… @url,0,FR
lutter contre les violences faites aux femmes en en facilitant l’essor ...… @url,0,FR
encore une gauchiste déconnectée ...,0,FR
mais psk ses un mec il un dooooooooozo ptn balaise taah comme un c pas vos ptit renois tout frêle,1,FR
@user encore plus que les cis.nnsans deconner sur tout les putains de mecs trans que j'ai vu passer sur @url,0,FR
lyon c'est vraiment une ville d'attardé,1,FR
je commence à m’intéresser aux rebeus jsais pas se qui spasse la,1,FR
@user mon prof utilisé ta photo pour mon cours de violence à l'école ptdr (petite victime) @url,0,FR
@user @user 220 413 albums vendus c’est beaucoup pq tu fais l’attardé comme ça...,1,FR
@user remarque l’application majestueuse de la logique du gauchiste fébrile de la rhétorique de l’insulte… @url,1,FR
@user faux nul zéro la majorité ne sont pas arabes,0,FR
@user ils se sont cru dans un film juste des gars un peut attardé un peut trop influencé par les films/virtuel… @url,1,FR
@user @user @user @user tu doit une mongol niveau 8 sur l'échelle de richter je laisse tombé je suis vaincus.,1,FR
je prenne bien evidemment du plus gros mongol de ce reseau,1,FR
un cas de terrorisme intellectuel juif à l'université d'uppsala en,1,FR
#iran #terrorisme le terme « takfiri » est utilisé par les autorités iraniennes pour désigner les djihadistes sunni… @url,1,FR
@user si c'est vrai il faudrait que les féministe de rennes 1 ou 2 idc,1,FR
zidane tu le places où ? c’est un attardé lui @url,1,FR
l’antisemitisme est un virus mutant il tour à tour le visage de l’extrême gauche de l’extrême-droite et de l’… @url,1,FR
rt @user je trouve ca gauchiste de dire que le 17 novembre est un mouvement d'extreme droite cependant ne peut nier le fait que c,0,FR
@user toi tas un sacré problème avec les rebeus laisse moi aimer tout style de mec nan et laisse soeur tranquille,1,FR
suis-je le seul humain qui va chez le coiffeur et qui finit avec des cheveux entre les dents ? je suis mongol ou bien ?,1,FR
@user @user @user putain ont dirait presque que cela est fait exprès les migrants sont… @url,1,FR
@user jsuis mort enft même si ya qlq cas isolés dans leur tete des que croises des rebeus dans la rue tu te fa… @url,0,FR
quand t’apprends que ton prof d’histoire fait des articles sur des sites pour raconter qu’il est contre l’islamisation de la france,1,FR
@user @user @user et c la que c est une diversion et que le terrorisme n est pas causer par l im… @url,0,FR
la grande somme réclamée par maduro à l'onu pour les réfugiés @url via @user,1,FR
@user sai mongol,1,FR
ptdr c'est vos darons qui vont payer tout ce que vous degradez pdnt la purge bande d'attardé,1,FR
@user mais c pa francai jui mongol,1,FR
des meufs : « mon style de gars c’est les renois » un mois après elle sorte avec des jérémy #cesoirtribunal,1,FR
les vegans sont-ils contre l'avortement ?,1,FR
@user ptdrrr j’ai juré !!! eh moi je m’attarde même pas jleur donne même pas l’heure ces bouffonnes,1,FR
@user quand 20 de q.i généralement s’abstient de donner son avis sur quelque chose qu’on maitrise pas l’attardé,1,FR
@user @user tout à fait d'accord pour summoning! comme ca s'attarde sur le côté sombre du seigne… @url,0,FR
la fachosphere ete inventee par la conosphere gauchiste cours d'arguments. la survie qu'on peut.nla cgt ap @url,1,FR
@user @user jsuis pas raciste negrophobes esh ... j’ai grave des potes renois rebeu asian européens b… @url,1,FR
@user t’es en retard tt les arabes fait ça,1,FR
je note que les médias ont decidement beaucoup de mal nommer le racisme anti blancs comme tel...la bien pensence gauchiste veille.,1,FR
@user @user alerte mongol.,1,FR
t'es pour ou contre l'avortement ? - pierre — je vois difficilement comment peut être pour ou contre une réalité… @url,1,FR
@user @user il ne tien pas advairsaire si l'adversaire ne se déplace pas espece de mongol apres le… @url,1,FR
@user @user pauvres cons qui imposent leur dictature gauchiste... dieudonné soral et zemmour sont int… @url,1,FR
@user notre attardé nous mehdi,1,FR
ptdrrr tout les « anti satanistes/theorie du complot » dans la sauce @url,1,FR
cali ce con insupportable qui fait tjrs des esclandres sur les plateaux télé est gauchiste jusqu'au bout des d… @url,0,FR
demain tu dis un asiat ching chong tu crois qu'a… @url,1,FR
les maghrébines qui sont attirés par les renois elles sont comme les lgbt obligé de le revendiqué.,1,FR
@user @user quel mongol ce mec,1,FR
sur des betises s’est attardé,1,FR
@user @user des migrants africains nus qui agressent sauvagement des françaises pas qu cergy,0,FR
@user @user fréquemment des arabes reconaissent que la france est belle et serait mieux sans les français !,1,FR
@user c est la gauchiste marine le pen l extreme droite en france? c est un sketch? team pochtrons les gars @url,1,FR
@user qu'en tu est contre la doxa gauchiste tu passe pour un facho....... le simplisme à son paroxysme !!,1,FR
#cavous après 60 ans de sale nègre sale bougnoule sale melon sale arabe il est temps de parler un peu de racisme,1,FR
@user parce que genre la plus part des renois surtout au states été matrixer donc il fallu que black p… @url,1,FR
il est juste nul adolescent attardé dans les griffes d’une vulgaire rombière. et entouré des pires tocards carriér… @url,0,FR
aujourd’hui pour la première fois dans vie m’a traité de sale arabe dans la rue c’est partie en del,0,FR
quand wauqiuez fait presque passer phillipe pour un gauchiste le droit d'être dépité ? #lemissionpolitique,0,FR
@user tu es sale comme juif...,1,FR
donc elle viens d'insulter les arabes de fdp mais tu propose encore tes bras ?? mdrrrr passe à la maison que je t'e… @url,1,FR
@user @user par contre pour la stigmatisation de l’avortement ou de l’homosexualité ils sont parfaitement au taquet,1,FR
un blanc qui tire sur des juifs c'est un fou. un arabe qui fait la même chose c'est un terroriste.,1,FR
gare aux propos islamophobes les facho de gauche et de droite. l'islam est une belle religion de paix et de partag… @url,1,FR
les renois pourraient te plaire ? — j'ai pas de type de mecs ou de meufs donc oui @url,1,FR
@user @user Ça veut dire qu'à une époque ts les rebeus revenaient du bled avec des paires de tn falsch. un mom… @url,1,FR
un jour au college à l'époque je m'étais fait insulter de sale juif ( suis musulman ) par un juif complexé de l'ëtr… @url,0,FR
tous les conservateurs soutenant wauquiez sont de reelles gauchiste refoule ! nle vote utile c'est rn point barre ! @url,1,FR
@user viens snap mongol fait un audio,1,FR
moore. le réalisateur s'attarde énormément sur les contacts et le physique de ses personnages. les corps tatoués su… @url,1,FR
@user @user @user @user ce n'est pas de faute si tu écris comme un attardé atrophié du… @url,1,FR
@user sur moi ça va faire mongol,1,FR
ce mongolien de verratti il 43 ans il toujours pas progressé dans sa tête. toujours un débile,1,FR
top : @user 'bienvenue à #cergy où des migrants africains complètement nus agressent sauvagement les français… @url,1,FR
surtt psk t'es un gros mongol .....,1,FR
mdrrrrr genre y’a absolument que des noms arabes ? pas un seul blanc qui fasse des conneries dans le top 20? @url,1,FR
@user un braqueur black? un braqueur non? un violeur et pédophile juif ou un prédateur sexuel tout court? k… @url,1,FR
unf mongol,1,FR
encore trop de femmes victimes de violence conjuguales.... @url,1,FR
@user et l’attardé derrière qui s’éclate son gros crâne avec une pastèque @url,1,FR
là un diner d’affaires en tenue de foot assis à une table en face du mac de st-ger si vous voyez 5 rebeus… @url,1,FR
oh non ne dites pas que cette information est vraie. touche le fond avec cet ado attardé ! @url,1,FR
t’aime pas les meufs renois ? — bah pourquoi je les aimerai pas ? @url,1,FR
un sale radin de juif: wallah jte passe rien manger,0,FR
@user ptddrr aym t'rappel du renois qui voulait nous vendre des faux. il s'appelait martine le batard @url,0,FR
y’a des renois c’est grave des bounty hein ils vont te sortir des « oui non l’afrique mérite ce qui lui arrive. l… @url,0,FR
les renois sur twitter elle font les star mais toute leurs scolarité les clash avec leurs perruques faut pas oubliez,1,FR
@user @user c est un gosse de 12 ans qui tient ce compte ou quoi ?? il exprime comme un mongol !!,1,FR
les chiffres arabes comme les connait n'ont pas été créés par des arabes en réalité ils ont été inventés par des mathématiciens indiens.,1,FR
libre le film de @user est un hymne à la collaboration avec la colonisation de peuplement africaine et ar… @url,0,FR
@user @user @user mais assume d'être attardé il rien de mal,1,FR
j’ai la haine jtentre des cours là sur le pont y’avait deux rebeux en voiture ils m’ont fixé jlai regarde ils ma… @url,1,FR
donc pour l’ancien patron de la dgse il faut lutter contre le terrorisme en « luttant contre les inégalités » et en… @url,1,FR
une école vandalisée à marseille : @url #marseille #ecole #violence,1,FR
déjà en france personne dit nigga mdr après entre pote rebeu/renoi tout le monde s’appel mon negro rebeu sale ara… @url,1,FR
@user @user mais bon de toutes façons cette attardé continuera qu'on le « harcèle (mdr) » ou pas,1,FR
constat simple : l’europe est livrée à l’invasion à l’occupation à l’islamisation au grand remplacement. mot d’o… @url,0,FR
